Polling District Polling Station Male Female % Male % Female Voters
Province: 6 MUCHINGA 0
District 002 CHINSALI
Constituency 87 CHINSALI CENTRAL
Ward : 000106002010 , LUBU
Totals for Ward : Polling Districts : 7 1,382 1,594 46.44 53.56 2,976
Ward : 000106003014 , NKOMBWA
106003006601 MULAMBA - 1 Mulamba Primary School-01 178 196 47.59 52.41 374
106003006701 MZABWELA - 1 Mzabwela Primary School-01 185 191 49.20 50.80 376
106003006801 LUWALIZI - 1 Luwalizi Primary School-01 135 372 26.63 73.37 507
106003006802 LUWALIZI - 2 Luwalizi Primary School-02 331 176 65.29 34.71 507
106003006901 MUZANGA - 1 Nazareth Primary School-01 176 165 51.61 48.39 341
106003007001 KATYETYE - 1 Katyetye Primary School-01 325 324 50.08 49.92 649
106003007101 CHOWE - 1 Chowe (Tent)-01 66 92 41.77 58.23 158
Totals for Ward : Polling Districts : 7 1,396 1,516 47.94 52.06 2,912
Totals for Constituency : NKOMBWA 48 11,742 12,019 23,761
Totals for District : ISOKA 90 23,788 25,289 49,077
217
Polling District Polling Station Male Female % Male % Female Voters
District 004 MAFINGA
Constituency 89 MAFINGA NORTH
Ward : 000106004001 , MAFINGA
106004000101 KACHILIKILA - 1 Kamimbe Primary School-01 117 160 42.24 57.76 277
106004000201 SICHITAMBULE - 1 Sichitambule Primary School-01 231 279 45.29 54.71 510
106004000301 KATUMBO - 1 Temwanani Village-01 191 275 40.99 59.01 466
106004000401 MABINDA - 1 Kaunga Primary School-01 119 128 48.18 51.82 247
106004000501 SIBUYEMBE - 1 Sibuyembe Community School-01 101 112 47.42 52.58 213
106004000601 MALEMA - 1 Malema Community School-01 125 137 47.71 52.29 262
106004000701 KASWA - 1 Kaswa Community School-01 228 271 45.69 54.31 499
106004000801 MWENIWISI - 1 Mweniwisi Primary School-01 273 343 44.32 55.68 616
Totals for Ward : Polling Districts : 8 1,385 1,705 44.82 55.18 3,090
Ward : 000106004002 , MUSIPIZI
106004000901 MUKUMBWA - 1 Manjawila Primary School-01 226 292 43.63 56.37 518
106004001001 CHIYOMBO - 1 Chinyombo Community School-01 65 84 43.62 56.38 149
106004001101 MUSANI - 1 Musani Community School-01 81 97 45.51 54.49 178
106004001201 NACHISITU - 1 Nachisitu Primary School-01 352 398 46.93 53.07 750
106004001301 NAPELA - 1 Napela Primary School-01 188 212 47.00 53.00 400
106004001401 MWENIPANGALA - 1 Mwenipangala Primary School-01 187 235 44.31 55.69 422
Totals for Ward : Polling Districts : 6 1,099 1,318 45.47 54.53 2,417
Ward : 000106004003 , SENJE
106004001501 IZINZA - 1 Izinza Primary School-01 251 340 42.47 57.53 591
106004001601 NSAMI - 1 Nsami Primary School-01 184 248 42.59 57.41 432
106004001701 PONDAMALI - 1 African National Church-01 76 89 46.06 53.94 165
106004001801 JOHN SIMUTOWE - 1 John Simutowe Community School-01 87 102 46.03 53.97 189
106004001901 SENJE - 1 Senje Primary School-01 155 202 43.42 56.58 357
106004002001 IYUMBA - 1 Iyumba Primary School-01 128 168 43.24 56.76 296
Totals for Ward : Polling Districts : 6 881 1,149 43.40 56.60 2,030
Ward : 000106004004 , NTONGA
106004002101 ITONTELA - 1 Itontela Primary School-01 226 329 40.72 59.28 555
106004002201 CHITIMBO - 1 Chitimbo Community School-01 148 203 42.17 57.83 351
106004002301 CHIBONA - 1 Daniel Africa Original Church-01 206 336 38.01 61.99 542
106004002401 MULEKATEMBO - 1 Mulekatembo Primary School-01 410 334 55.11 44.89 744
106004002402 MULEKATEMBO - 2 Mulekatembo Primary School-02 262 482 35.22 64.78 744
106004002501 KAKUSA - 1 Kakusa Community School-01 159 238 40.05 59.95 397
106004002601 MULEYA - 1 Muleya Primary School-01 231 381 37.75 62.25 612
Totals for Ward : Polling Districts : 7 1,642 2,303 41.62 58.38 3,945
Ward : 000106004005 , THENDERE
106004002701 NACHENJA - 1 Nachenja UCZ Church-01 151 175 46.32 53.68 326
106004002801 MUTINDYA - 1 Mutindya Community School-01 201 271 42.58 57.42 472
106004002901 WIMBA - 1 Wimba Primary School-01 208 347 37.48 62.52 555
106004003001 NZIMU - 1 Nzimu Community School-01 225 367 38.01 61.99 592
106004003101 THENDERE - 1 Tendere Primary School-01 434 541 44.51 55.49 975
106004003102 THENDERE - 2 Tendere Primary School-02 496 479 50.87 49.13 975
106004003201 MUSAGAMA - 1 Mutumwa Church-01 112 139 44.62 55.38 251
106004003301 CHIZIMBA - 1 Chizimba African National Church-01 178 271 39.64 60.36 449
106004003401 KACHINDU - 1 Kachindu Primary School-01 174 223 43.83 56.17 397
218
Polling District Polling Station Male Female % Male % Female Voters
Totals for Ward : Polling Districts : 9 2,179 2,813 43.65 56.35 4,992
Ward : 000106004006 , MULULU
106004003501 MUTETEZI - 1 Kaseya Primary School-01 229 272 45.71 54.29 501
106004003502 MUTETEZI - 2 Kaseya Primary School-02 176 325 35.13 64.87 501
106004003601 WIYA - 1 Wiya Primary School-01 363 557 39.46 60.54 920
106004003701 ILUNGA - 1 Ilunga Primary School-01 331 474 41.12 58.88 805
106004003801 WANANGWA - 1 Wanangwa Primary School-01 212 290 42.23 57.77 502
106004003901 CHIMALILO - 1 Chimalilo Community School-01 176 203 46.44 53.56 379
106004004001 CHIPAKAMA - 1 Chipakama Primary School-01 284 336 45.81 54.19 620
106004004002 CHIPAKAMA - 2 Chipakama Primary School-02 248 371 40.06 59.94 619
106004004101 MWANJILA - 1 Mwanjila Community School-01 214 207 50.83 49.17 421
