Polling District
 
Polling Station
 
Male
 
Female
 
% Male
 
% Female  Voters
 

 
Ward : 000110001001 , MUCHATANGA
110001000101	NAKASHINJI - 1	Nakashinji Community School-01	141	226	38.42	61.58	367
110001000201	NAMENDA - 1	Namenda New Apostolic Church-01	305	684	30.84	69.16	989
110001000301	MUCHATANGA - 1	Munyindei Bar-01	395	575	40.72	59.28	970
110001000302	MUCHATANGA - 2	Munyindei Bar-02	359	610	37.05	62.95	969
110001000401	NALIONWA - 1	Nalionwa Primary School-01	351	487	41.89	58.11	838
110001000402	NALIONWA - 2	Nalionwa Primary School-02	339	498	40.50	59.50	837
Totals for Ward :	Polling Districts :	6	1,890	3,080	38.03	61.97	4,970
Ward : 000110001002 , LUANGINGA
110001000501	BOMA - 1	Council Chamber-01	403	380	51.47	48.53	783
110001000502	BOMA - 2	Council Chamber-02	381	402	48.66	51.34	783
110001000601	SIMBWALA - 1	Kalabo Secondary School-01	354	442	44.47	55.53	796
110001000602	SIMBWALA - 2	Kalabo Secondary School-02	340	455	42.77	57.23	795
110001000701	SIBANDA - 1	Nalusheko Community School-01	300	422	41.55	58.45	722
110001058301	Kalabo Correctional Facility - 1	Kalabo Correctional Facility-01	220	215	50.57	49.43	435
Totals for Ward :	Polling Districts :	6	1,998	2,316	46.31	53.69	4,314
Ward : 000110001003 , MAPUNGU
110001000801	MALASHA - 1	Malasha Primary School-01	163	235	40.95	59.05	398
110001000901	LUWELE - 1	Sombo Village (Tent)-01	123	203	37.73	62.27	326
110001001001	MULUNDUMANO - 1	Mapungu Rural Health Center-01	139	230	37.67	62.33	369
110001001101	MAPUNGU - 1	Mapungu Primary School-01	184	287	39.07	60.93	471
110001001201	MWANDI - 1	Silamu village (Tent)-01	83	131	38.79	61.21	214
110001001301	SHUKU - 1	Tapo Rural Health Centre-01	105	192	35.35	64.65	297
110001001401	NGUNYAMA - 1	Ngunyama Primary School-01	140	223	38.57	61.43	363
Totals for Ward :	Polling Districts :	7	937	1,501	38.43	61.57	2,438
Ward : 000110001004 , BULEYA
110001001501	MUYUMBANA - 1	Muyumbana Primary School-01	346	518	40.05	59.95	864
110001001601	KALENGA - 1	Kalenga Primary School-01	374	560	40.04	59.96	934
110001001701	SIKUNDU - 1	Sikundu Primary School-01	278	457	37.82	62.18	735
110001001801	CHAULUTI - 1	Chauluti Community School-01	112	196	36.36	63.64	308
110001001901	BULEYA - 1	Buleya Local Court-01	301	473	38.89	61.11	774
Totals for Ward :	Polling Districts :	5	1,411	2,204	39.03	60.97	3,615
Ward : 000110001012 , LUTWI
110001005901	LWANDAMO - 1	Lutwi Primary School-01	266	350	43.18	56.82	616
110001006001	MALONGO - 1	Malongo Community School-01	109	174	38.52	61.48	283
110001006101	IMILANGU - 1	Imilangu Primary School-01	123	160	43.46	56.54	283
110001006201	NGOMA - 1	Ngoma Community School-01	42	57	42.42	57.58	99
110001006301	SITOWE - 1	Sitowe Community School-01	89	129	40.83	59.17	218
Totals for Ward :	Polling Districts :	5	629	870	41.96	58.04	1,499
Ward : 000110001013 , LIUMBA
110001006401	KANDE - 1	Simayumbula Village (Tent)-01	69	115	37.50	62.50	184
110001006501	MBANJE - 1	Mbanje Community School-01	60	70	46.15	53.85	130
110001006601	MWENEMUNDU - 1	Liumba Primary School-01	242	331	42.23	57.77	573
110001006701	LIAWEMA - 1	Liawema Village (Tent)-01	243	361	40.23	59.77	604
 

	Polling District	Polling Station	Male	Female	% Male	% Female	Voters
110001006801	SIYONGO - 1	Siyongo Primary School-01	142	202	41.28	58.72	344
110001006901	MATONDO - 1	Matondo Primary School-01	173	251	40.80	59.20	424
Totals for Ward :	Polling Districts :	6	929	1,330	41.12	58.88	2,259
Ward : 000110001014 , YUKA
110001007001	ITUYA - 1	Ituya Primary School-01	103	156	39.77	60.23	259
110001007101	UFUFU - 1	Ufufu Primary School-01	195	291	40.12	59.88	486
110001007201	KANCHUMWA WEST - 1	Makai Village (Tent)-01	99	149	39.92	60.08	248
110001007301	KANCHUMWA - 1	Kanchumwa Primary School-01	126	205	38.07	61.93	331
110001007401	SALUNDA KUTA - 1	Salunda Local Court-01	174	258	40.28	59.72	432
110001007501	YUKA - 1	Yuka Primary School-01	354	590	37.50	62.50	944
Totals for Ward :	Polling Districts :	6	1,051	1,649	38.93	61.07	2,700
Totals for Constituency : KALABO CENTRAL	41	8,845	12,950	21,795

Ward : 000110001015 , SALUNDA
110001007601	NAMUSUNGA - 1	Silanda Primary School-01	211	310	40.50	59.50	521
110001007701	SALUNDA - 1	Salunda Primary School-01	254	395	39.14	60.86	649
110001007801	LUMEI - 1	Lumei Primary School-01	181	307	37.09	62.91	488
110001007901	LUOKE EAST - 1	Luoke East Primary School-01	142	209	40.46	59.54	351
Totals for Ward :	Polling Districts :	4	788	1,221	39.22	60.78	2,009
Ward : 000110001016 , LUOLA
110001008001	MABULA - 1	Masima Village (Tent)-01	67	81	45.27	54.73	148
110001008101	LUKOKO - 1	Lukoko Primary School-01	135	206	39.59	60.41	341
110001008201	MUNWE - 1	Munwe New Apostolic Church-01	73	95	43.45	56.55	168
110001008301	LUOLA - 1	Luola Primary School-01	212	316	40.15	59.85	528
110001008401	KALUMBU - 1	Kalumbu Primary School-01	138	173	44.37	55.63	311
Totals for Ward :	Polling Districts :	5	625	871	41.78	58.22	1,496
Ward : 000110001017 , SILUWE
110001008501	MATINDI - 1	Muzokwe Village (Tent)-01	85	117	42.08	57.92	202
110001008601	LIBILINGOMA - 1	Libilingoma Primary School-01	142	198	41.76	58.24	340
110001008701	MANGALA - 1	Mangala Village (Tent)-01	91	119	43.33	56.67	210
110001008801	SILUWE - 1	Siluwe Primary School-01	165	236	41.15	58.85	401
110001008901	KAESHE - 1	Kaeshe Village (Tent)-01	86	127	40.38	59.62	213
110001009001	SIKUYU - 1	Litapuya Community School-01	49	69	41.53	58.47	118
110001009101	SHULUNDU - 1	Likambameno Village (Tent)-01	66	76	46.48	53.52	142
Totals for Ward :	Polling Districts :	7	684	942	42.07	57.93	1,626
Ward : 000110001018 , LIKULUNDUNDU
110001009201	SIKUNDE - 1	Sikunde Primary School-01	164	222	42.49	57.51	386
110001009301	LIKULUNDUNDU - 1	Lukena Primary School-01	223	246	47.55	52.45	469
110001009401	KASHENGWANA - 1	Kashengwana Village (Tent)-01	96	125	43.44	56.56	221
110001009501	MUSHUKULA - 1	Mushukula Primary School-01	146	172	45.91	54.09	318
110001009601	SAMI - 1	Liko Village (Tent)-01	62	89	41.06	58.94	151
Totals for Ward :	Polling Districts :	5	691	854	44.72	55.28	1,545
Ward : 000110001019 , UPANGOMA
110001009701	MUTUNDA - 1	Mutunda Community School-01	59	74	44.36	55.64	133
110001009801	MALAI - 1	Litoole Community School-01	68	81	45.64	54.36	149
110001009901	MULONGA - 1	Mutaa Primary School-01	105	106	49.76	50.24	211
 

	Polling District	Polling Station	Male	Female	% Male	% Female  Voters
110001010001	LINOOKO - 1	Linooko village Tent-01	46	50	47.92	52.08	96
Totals for Ward :	Polling Districts :	4	278	311	47.20	52.80	589
Ward : 000110001020 , KUULI
110001010101	LWANDILU - 1	Muchicha Primary School-01	123	135	47.67	52.33	258
110001010201	KASHENABA - 1	Namule Community School-01	51	63	44.74	55.26	114
110001010301	LUKONDONDO - 1	Lukondondo Community School-01	113	157	41.85	58.15	270
110001010401	LUNDE - 1	Lunde Community School-01	85	111	43.37	56.63	196
110001010501	KUULI - 1	Kuuli Primary School-01	292	406	41.83	58.17	698
110001010601	LIUWA - 1	Liuwa Primary School-01	158	223	41.47	58.53	381
Totals for Ward :	Polling Districts :	6	822	1,095	42.88	57.12	1,917
Ward : 000110001021 , MISHULUNDU
110001010701	SIBEMBI - 1	Sibembi Community School-01	119	151	44.07	55.93	270
110001010801	MUNDE - 1	Munde Primary School-01	119	149	44.40	55.60	268
110001010901	MAOMA - 1	Maoma Primary School-01	186	279	40.00	60.00	465
110001011001	SILIYA - 1	Siliya Village (Tent)-01	62	77	44.60	55.40	139
110001011101	MISHULUNDU - 1	Mishulundu Primary School-01	320	382	45.58	54.42	702
Totals for Ward :	Polling Districts :	5	806	1,038	43.71	56.29	1,844
Ward : 000110001022 , SISHEKANU
110001011201	SISHEKANU - 1	Sishekanu Primary School-01	375	516	42.09	57.91	891
110001011301	MULINGA - 1	Mulinga Primary School-01	399	526	43.14	56.86	925
110001011401	NALUNGWANA - 1	Nalungwana Community School-01	92	114	44.66	55.34	206
110001011501	MULONDO - 1	Nang'ole Primary School-01	199	299	39.96	60.04	498
Totals for Ward :	Polling Districts :	4	1,065	1,455	42.26	57.74	2,520
Ward : 000110001023 , LIBONDA
110001011601	LWANDA - 1	Kalolo Primary School-01	181	233	43.72	56.28	414
110001011701	MULUMBE - 1	Mulumbe Community School-01	187	289	39.29	60.71	476
110001011801	MUNYANYA - 1	Munyanya Community School-01	101	149	40.40	59.60	250
110001011901	NAMWETI - 1	Namweti Primary School-01	185	253	42.24	57.76	438
110001012001	MUKOLA - 1	Mukola Primary School-01	243	363	40.10	59.90	606
110001012101	LIBONDA - 1	Libonda Primary School-01	391	460	45.95	54.05	851
Totals for Ward :	Polling Districts :	6	1,288	1,747	42.44	57.56	3,035
Ward : 000110001024 , NG'UNYAMA
110001012201	IMALYO - 1	Imalyo Community School-01	164	205	44.44	55.56	369
110001012301	NAYAKA - 1	Nayaka New Apostolic Church-01	189	282	40.13	59.87	471
110001012401	IKATULAMWA - 1	Ikatulamwa Primary School-01	252	310	44.84	55.16	562
110001012501	MAKONO - 1	Makono Village (Tent)-01	146	178	45.06	54.94	324
110001012601	SIUYAELA - 1	Mwandi Village (Tent)-01	176	245	41.81	58.19	421
110001012701	NAMANDA - 1	Namanda Village (Tent)-01	204	204	50.00	50.00	408
Totals for Ward :	Polling Districts :	6	1,131	1,424	44.27	55.73	2,555
Totals for Constituency : LIUWA	52	8,178	10,958	19,136

Ward : 000110001005 , NDOKA
110001002001	NAMAONWA - 1	Namaonwa Village (Tent)-01	193	298	39.31	60.69	491
110001002101	BUYEYI - 1	Buyeyi Village (Tent)-01	126	196	39.13	60.87	322
110001002201	NANG'UMBA - 1	Nang'umba Primary School-01	249	412	37.67	62.33	661
110001002301	MBUNDE - 1	Mbunde Primary School-01	178	273	39.47	60.53	451
 

	Polling District	Polling Station	Male	Female	% Male	% Female	Voters
110001002401	LUSHI - 1	Lushi Primary School-01	128	230	35.75	64.25	358
110001002501	NDOKA WEST - 1	Ndoka Health Post-01	138	186	42.59	57.41	324
110001002601	NDOKA EAST - 1	Ndoka Primary School-01	176	259	40.46	59.54	435
